,term,frequency
4496,färbte,3
4497,hereinlassen,3
4498,herausgezogen,3
4499,Diesmal,3
4500,hingestellt,3
4501,besann,3
4502,säuberlich,3
4503,gekostet,3
4504,vorschlagen,3
4505,sonnenuntergang,3
4506,städte,3
4507,verkündigen,3
4508,verriet,3
4509,gehorchten,3
4510,widerstand,3
4511,lingen,3
4512,nam,3
4513,zauberstab,3
4514,unverrichteter,3
4515,natürliche,3
4516,erkennt,3
4517,bisher,3
4518,altem,3
4519,erwehren,3
4520,pfeil,3
4521,erklären,3
4522,rande,3
4523,zielen,3
4524,ältesten,3
4525,anrief,3
4526,verstrich,3
4527,aufgesetzt,3
4528,gelangst,3
4529,überlassen,3
4530,dulde,3
4531,zustande,3
4532,jage,3
4533,reit,3
4534,belohnen,3
4535,brunnenrand,3
4536,rückwärts,3
4537,Niemand,3
4538,Lange,3
4539,herunterholen,3
4540,verschlingen,3
4541,umdrehen,3
4542,Läßt,3
4543,kuhkrippe,3
4544,mangel,3
4545,lauerte,3
4546,kämen,3
4547,jünger,3
4548,trocken,3
4549,hinabwerfen,3
4550,schläfrig,3
4551,nähren,3
4552,forthelfen,3
4553,verzehrte,3
4554,probeschuß,3
4555,tats,3
4556,vollbrachte,3
4557,gelang,3
4558,goldstücken,3
4559,füchse,3
4560,flor,3
4561,überzogen,3
4562,sterbenskrank,3
4563,dennoch,3
4564,besiegen,3
4565,aufzunehmen,3
4566,hofleute,3
4567,hinaufgehen,3
4568,versunken,3
4569,zusagen,3
4570,fugen,3
4571,scharlach,3
4572,heut,3
4573,umschauen,3
4574,sperren,3
4575,hinkamen,3
4576,freie,3
4577,wohltun,3
4578,fortgetragen,3
4579,geheuer,3
4580,zauberwald,3
4581,ächzen,3
4582,baumstamm,3
4583,bruders,3
4584,stadttor,3
4585,beschaffen,3
4586,knopf,3
4587,banden,3
4588,kälbch,3
4589,Unterwegs,3
4590,bürl,3
4591,quakte,3
4592,hinausgeführt,3
4593,geistlich,3
4594,plump,3
4595,leids,3
4596,gleichen,3
4597,verschieden,3
4598,schützen,3
4599,geradeaus,3
4600,hutzelbeins,3
4601,drauß,3
4602,staunte,3
4603,nachgehen,3
4604,ausspruch,3
4605,vorzug,3
4606,heimgehen,3
4607,saur,3
4608,deinigen,3
4609,wohinaus,3
4610,losmachen,3
4611,tausenderlei,3
4612,rauchwerk,3
4613,ruß,3
4614,zusammenkehren,3
4615,rauhtierchen,3
4616,hineinfallen,3
4617,jag,3
4618,Häschen,3
4619,untreue,3
4620,ehemalig,3
4621,angesehen,3
4622,unserem,3
4623,gaudiebsmeister,3
4624,nachteule,3
4625,siebentausend,3
4626,namens,3
4627,gingen,3
4628,Jorinde,3
4629,sonnenschein,3
4630,nachtigall,3
4631,fütterte,3
4632,krähen,3
4633,insel,3
4634,sogar,3
4635,losschlagen,3
4636,ähren,3
4637,willig,3
4638,vernahmen,3
4639,herausgeben,3
4640,windmühlen,3
4641,treibst,3
4642,bläser,3
4643,bequ,3
4644,manierlich,3
4645,müßte,3
4646,hurtig,3
4647,leerte,3
4648,minuten,3
4649,losen,3
4650,sechsen,3
4651,anfingen,3
4652,kälte,3
4653,seht,3
4654,stärksten,3
4655,herbeitragen,3
4656,vollen,3
4657,schimpf,3
4658,Zuerst,3
4659,verzog,3
4660,flog,3
4661,rippe,3
4662,lämmlein,3
4663,ausfindig,3
4664,listige,3
4665,erwischen,3
4666,gossen,3
4667,überfallen,3
4668,einzigen,3
4669,wünschlich,3
4670,älter,3
4671,beleidigen,3
4672,weggegangen,3
4673,pudelhund,3
4674,lohe,3
4675,aussprechen,3
4676,wildbret,3
4677,zusammenkommen,3
4678,anfinge,3
4679,ausging,3
4680,wetzte,3
4681,sittig,3
4682,wetzt,3
4683,wenigstens,3
4684,taub,3
4685,großvater,3
4686,naß,3
4687,nußkern,3
4688,kern,3
4689,geschluckt,3
4690,spannten,3
4691,vertragen,3
4692,ertranken,3
4693,kommißbrot,3
4694,salbe,3
4695,zerschnitt,3
4696,hinkommen,3
4697,langsamern,3
4698,gebein,3
4699,allerheiligsten,3
4700,dreifaltigkeit,3
4701,Dachte,3
4702,daruntern,3
4703,grünem,3
4704,ruh,3
4705,edelmann,3
4706,hämmern,3
4707,angenehm,3
4708,einkehren,3
4709,karten,3
4710,gewinnt,3
4711,bissei,3
4712,herunterlassen,3
4713,angeklopft,3
4714,trab,3
4715,melk,3
4716,bemühen,3
4717,vorgefallen,3
4718,erholt,3
4719,taugen,3
4720,gewicht,3
4721,bedenklich,3
4722,erstlich,3
4723,mäntelch,3
4724,schleif,3
4725,leuchteten,3
4726,plagte,3
4727,schnecke,3
4728,erweisen,3
4729,weißbrot,3
4730,placken,3
4731,geizhals,3
4732,hungert,3
4733,entdecke,3
4734,schämte,3
4735,bärenfelle,3
4736,lilie,3
4737,ärmlich,3
4738,beschwerlich,3
4739,beherbergen,3
4740,weiterkommen,3
4741,kochten,3
4742,gesichter,3
4743,liese,3
4744,geizig,3
4745,singendes,3
4746,springendes,3
4747,lerche,3
4748,hinführen,3
4749,wälder,3
4750,nuss,3
4751,kammerdiener,3
4752,krochen,3
4753,Sagte,3
4754,genommen,3
4755,busen,3
4756,zugesehen,3
4757,auszuziehen,3
4758,hütet,3
4759,hangest,3
4760,gangest,3
4761,windchen,3
4762,lassnen,3
4763,geschnatzt,3
4764,aufgesatzt,3
4765,hüteten,3
4766,offenbarte,3
4767,nägeln,3
4768,däumling,3
4769,holt,3
4770,geizmann,3
4771,n,3
4772,durcharbeiten,3
4773,mücke,3
4774,lägen,3
4775,malt,3
4776,gefunden,3
4777,schweißtropfen,3
4778,schweben,3
4779,mittwoch,3
4780,jägerburschen,3
4781,schelle,3
4782,kraulte,3
4783,hinaufziehen,3
4784,königsschloß,3
4785,handschrift,3
4786,wahrhaftig,3
4787,köpf,3
4788,runter,3
4789,probieren,3
4790,sagtest,3
4791,sichtbar,3
4792,herumflogen,3
4793,hengsten,3
4794,glase,3
4795,herumgegangen,3
4796,landkarte,3
4797,fischgarn,3
4798,borgte,3
4799,einmalten,3
4800,füllchen,3
4801,zubringa,3
4802,No,3
4803,hanz,3
4804,glei,3
4805,heund,3
4806,metz,3
4807,eini,3
4808,ewigkeit,3
4809,singa,3
4810,helo,3
4811,Helo,3
4812,lilienstrus,3
4813,wohlgetan,3
4814,allmächtig,3
4815,eingesperrt,3
4816,betragen,3
4817,eilen,3
4818,ernährt,3
4819,krebse,3
4820,blinzelte,3
4821,unterricht,3
4822,rechtschaffenes,3
4823,zuhauen,3
4824,hältst,3
4825,stahl,3
4826,umhauen,3
4827,krachen,3
4828,bar,3
4829,schnippen,3
4830,treff,3
4831,general,3
4832,rußiger,3
4833,brausen,3
4834,beteten,3
4835,anweisen,3
4836,rasierte,3
4837,lieben,3
4838,bilden,3
4839,umarmte,3
4840,kurzen,3
4841,ausgemacht,3
4842,höhlen,3
4843,ertrug,3
4844,abbitte,3
4845,wohlverdient,3
4846,schiäge,3
4847,lampe,3
4848,kleinesen,3
4849,spiegeln,3
4850,seins,3
4851,mahlbursch,3
4852,wanderten,3
4853,sonnenstrahl,3
4854,nacken,3
4855,vertreiben,3
4856,aufsteigen,3
4857,wahl,3
4858,weisel,3
4859,vermessen,3
4860,scharfrichter,3
4861,furchtbar,3
4862,väterchen,3
4863,beinahe,3
4864,igelhaut,3
4865,vollauf,3
4866,dorn,3
4867,abnahm,3
4868,zugerichtet,3
4869,buckel,3
4870,raub,3
4871,windbüchse,3
4872,gelernter,3
4873,schlippen,3
4874,hereinkommen,3
4875,ries,3
4876,rübsamen,3
4877,dreschen,3
4878,abholzen,3
4879,keil,3
4880,gefäße,3
4881,einsegnen,3
4882,rasch,3
4883,blinkte,3
4884,beziehen,3
4885,wohlgefallen,3
4886,ärmchen,3
4887,schweineherz,3
4888,diebshand,3
4889,katzenaugen,3
4890,daliegen,3
4891,schaut,3
4892,schwabe,3
4893,jackli,3
4894,mutig,3
4895,ischt,3
4896,mantelsack,3
4897,kegeln,3
4898,listen,3
4899,erblicke,3
4900,abgrund,3
4901,aufrichtete,3
4902,wunschmantel,3
4903,geheiß,3
4904,wesen,3
4905,bestrafen,3
4906,landsmann,3
4907,sonnenhitze,3
4908,garen,3
4909,schlüsselch,3
4910,barbier,3
4911,hufeisen,3
4912,feuriger,3
4913,unterschreiben,3
4914,rathen,3
4915,weinglas,3
4916,vernehmen,3
4917,schreibfeder,3
4918,bedacht,3
4919,schrappen,3
4920,schrappte,3
4921,häufch,3
4922,pflugrad,3
4923,aufwaschen,3
4924,klauel,3
4925,haspelt,3
4926,verdirbt,3
4927,werg,3
4928,ziemlich,3
4929,schnaubte,3
4930,Heute,3
4931,jugend,3
4932,schneidet,3
4933,nig,3
4934,vollendet,3
4935,blei,3
4936,wiederzukommen,3
4937,versuche,3
4938,kraftlos,3
4939,horcher,3
4940,kriegsvolk,3
4941,rüstung,3
4942,näßt,3
4943,bestäubt,3
4944,wasserspiegel,3
4945,vergoldet,3
4946,haupthaar,3
4947,gärtnerjunge,3
4948,hunkepuus,3
4949,hinterher,3
4950,blitzten,3
4951,verrichten,3
4952,erkannten,3
4953,großern,3
4954,kennst,3
4955,machmirsrecht,3
4956,mie,3
4957,berges,3
4958,erschaffen,3
4959,fortan,3
4960,linnen,3
4961,nährt,3
4962,rosenbäumchen,3
4963,schneeweißen,3
4964,herausziehen,3
4965,ineinander,3
4966,durchlöchert,3
4967,schlupfwinkel,3
4968,amseln,3
4969,zittern,3
4970,schein,3
4971,glaskasten,3
4972,ziel,3
4973,liebten,3
4974,davonläuft,3
4975,bienenstock,3
4976,verjagen,3
4977,meinst,3
4978,schweinsborsten,3
4979,nachen,3
4980,ruderte,3
4981,geldkiste,3
4982,flehen,3
4983,luftgeister,3
4984,holzhauer,3
4985,obrigkeit,3
4986,ertönte,3
4987,dar,3
4988,henne,3
4989,mäuseloch,3
4990,Schön,3
4991,schuhu,3
4992,benachbart,3
4993,mondes,3
4994,unterwelt,3
4995,vertreten,3
4996,betäubt,3
4997,fürst,3
4998,weihers,3
4999,höcker,3
5000,knorzig,3
5001,kristallne,3
5002,erleuchten,3
5003,louisdor,3
5004,buddel,3
5005,branntwein,3
5006,hühnerchen,3
5007,euerm,3
5008,bettuch,3
5009,gräfin,3
5010,gottesacker,3
5011,Trommler,3
5012,ähre,3
5013,grabhügel,3
5014,säckch,3
5015,oll,3
5016,schiebefenster,3
5017,hir,3
5018,sta,3
5019,söventein,3
5020,benen,3
5021,lank,3
5022,vot,3
5023,luke,3
5024,verlobte,3
5025,my,3
5026,wiederholte,3
5027,wichsstiefeln,3
5028,em,3
5029,abendmahl,3
5030,natter,3
5031,königskind,2
5032,händch,2
5033,wasserpatscher,2
5034,seinesgleich,2
5035,zusage,2
5036,quak,2
5037,konnt,2
5038,hinabsteigen,2
5039,plitsch,2
5040,platsch,2
5041,garstiger,2
5042,heraufgeholt,2
5043,öffnete,2
5044,bißlein,2
5045,sags,2
5046,herabfiel,2
5047,aufweckte,2
5048,zerbrochen,2
5049,wast,2
5050,bräche,2
5051,bekanntschaft,2
5052,gerätst,2
5053,töpfch,2
5054,wegzunehmen,2
5055,gelüste,2
5056,base,2
5057,gebeten,2
5058,flecken,2
5059,tränk,2
5060,fettöpfchen,2
5061,familie,2
5062,stadtmauer,2
5063,tagewerk,2
5064,taufen,2
5065,wässerte,2
5066,lässest,2
5067,grillen,2
5068,ganzaus,2
5069,herangekommen,2
5070,behaupten,2
5071,dürftig,2
5072,dreizehn,2
5073,himmelreichs,2
5074,verwahrung,2
5075,aufschließest,2
5076,begierde,2
5077,nagte,2
5078,hineingesteckt,2
5079,Gar,2
5080,hinreichte,2
5081,übertreten,2
5082,feuers,2
5083,hohler,2
5084,stürmte,2
5085,bedeckten,2
5086,fußzehen,2
5087,auftun,2
5088,gewann,2
5089,erschien,2
5090,verharrst,2
5091,leugnest,2
5092,nehm,2
5093,räten,2
5094,erweicht,2
5095,verteidigen,2
5096,festgebunden,2
5097,reue,2
5098,regnen,2
5099,allzeit,2
5100,denkt,2
5101,schalloch,2
5102,Sprich,2
5103,trepp,2
5104,stufen,2
5105,hinabfiel,2
5106,eck,2
5107,läutete,2
5108,eingegeben,2
5109,versteh,2
5110,seilers,2
5111,trotz,2
5112,gehenkten,2
5113,unen,2
5114,häng,2
5115,achtgeben,2
5116,geschwätz,2
5117,eingebüßen,2
5118,gewärmt,2
5119,karte,2
5120,Wartet,2
5121,schraubte,2
5122,enden,2
5123,warf,2
5124,gepolter,2
5125,heulte,2
5126,zusammengefahren,2
5127,spielt,2
5128,hereingetragen,2
5129,unhold,2
5130,heraufgebracht,2
5131,kammermädch,2
5132,wegziehen,2
5133,sorg,2
5134,gestoßen,2
5135,teig,2
5136,waschschüssel,2
5137,uhrkasten,2
5138,zappelte,2
5139,nachtmahl,2
5140,wanst,2
5141,erleiden,2
5142,gier,2
5143,schleppten,2
5144,liege,2
5145,herannaht,2
5146,unterrichten,2
5147,gewölbe,2
5148,ohnmacht,2
5149,niederfallen,2
5150,gewißlich,2
5151,vorüberging,2
5152,stärkte,2
5153,beisteh,2
5154,anzufangen,2
5155,tonne,2
5156,gerätschaften,2
5157,hinfahren,2
5158,herrlichsten,2
5159,zurückbleiben,2
5160,goldsachen,2
5161,blinkende,2
5162,segel,2
5163,dahinfuhren,2
5164,segeln,2
5165,forteilte,2
5166,entführt,2
5167,übergroß,2
5168,aufschwingen,2
5169,halftern,2
5170,0,2
5171,handschuhen,2
5172,hilfts,2
5173,hinfallen,2
5174,wirbel,2
5175,schändlich,2
5176,erbleichte,2
5177,Gnade,2
5178,belohnt,2
5179,Sooft,2
5180,zwillinge,2
5181,erhalte,2
5182,seinige,2
5183,schimpfte,2
5184,glotzaugen,2
5185,erhandelte,2
5186,ankommen,2
5187,hinausbringen,2
5188,auszahlen,2
5189,geduld,2
5190,gerechtigkeit,2
5191,gehör,2
5192,meinig,2
5193,aufzählen,2
5194,habgieriger,2
5195,wechseln,2
5196,münze,2
5197,gute,2
5198,verschenkt,2
5199,spitzbube,2
5200,hinters,2
5201,bewahre,2
5202,bestraft,2
5203,sünd,2
5204,steht,2
5205,Meinst,2
5206,leihen,2
5207,getroffen,2
5208,mutterseelenallein,2
5209,fiedelte,2
5210,aufgerissen,2
5211,vorderpfoten,2
5212,gefangen,2
5213,liegenbleiben,2
5214,Wiederum,2
5215,dahergesprungen,2
5216,bindfaden,2
5217,gewickelt,2
5218,freigemacht,2
5219,glücklicher,2
5220,bezaubert,2
5221,zufällt,2
5222,totenkissen,2
5223,verschlossen,2
5224,kleinst,2
5225,gefüllten,2
5226,aufstecken,2
5227,behüte,2
5228,gesegnet,2
5229,dunkelsten,2
5230,schwächste,2
5231,haushalten,2
5232,täuberchen,2
5233,wäsche,2
5234,bütte,2
5235,versprecht,2
5236,zubereitet,2
5237,einigkeit,2
5238,weinend,2
5239,entzückt,2
5240,berührten,2
5241,löschten,2
5242,reifen,2
5243,lasse,2
5244,sporn,2
5245,spannen,2
5246,verspätet,2
5247,weiterfahren,2
5248,einwendungen,2
5249,dämmerte,2
5250,verzehrten,2
5251,abtrocknen,2
5252,anstecken,2
5253,sprangen,2
5254,großvaterstuhl,2
5255,schwur,2
5256,schabernack,2
5257,einschliefen,2
5258,nachschleichen,2
5259,tiger,2
5260,flocht,2
5261,Daran,2
5262,hifthorn,2
5263,ho,2
5264,verwundete,2
5265,hinken,2
5266,zugeschlossen,2
5267,müßt,2
5268,schuhen,2
5269,zuleide,2
5270,waldhäusch,2
5271,hineingegangen,2
5272,kalten,2
5273,badstube,2
5274,höllenfeuer,2
5275,kinderstube,2
5276,stillschweigend,2
5277,kindes,2
5278,anzureden,2
5279,verübt,2
5280,hineinzugehen,2
5281,abenddämmerung,2
5282,gelüsten,2
5283,verhält,2
5284,fensterhaken,2
5285,ellen,2
5286,turms,2
5287,turme,2
5288,gothel,2
5289,herabkommen,2
5290,strang,2
5291,steige,2
5292,ratsch,2
5293,abgeschnitten,2
5294,qual,2
5295,gieß,2
5296,obenhin,2
5297,zugedeckt,2
5298,hartes,2
5299,weite,2
5300,breite,2
5301,haulemännerch,2
5302,winterzeit,2
5303,mitbringe,2
5304,hintertüre,2
5305,stiefschwester,2
5306,pelzrock,2
5307,butterbrot,2
5308,grüßen,2
5309,häßlicher,2
5310,auftat,2
5311,hing,2
5312,herausgefallen,2
5313,feste,2
5314,rollt,2
5315,bergab,2
5316,schnurren,2
5317,fleiß,2
5318,innerlich,2
5319,dabeisitzen,2
5320,entfernung,2
5321,plattfuß,2
5322,gesponnen,2
5323,verbarg,2
5324,garns,2
5325,aufgeräumt,2
5326,lobte,2
5327,lecken,2
5328,fadendrehen,2
5329,bübch,2
5330,untertüre,2
5331,batzen,2
5332,ade,2
5333,kieselsteinen,2
5334,stücklein,2
5335,finster,2
5336,herankamen,2
5337,knupper,2
5338,stützte,2
5339,angestellt,2
5340,herbeizulocken,2
5341,eingeheizt,2
5342,hineinfuhr,2
5343,Hu,2
5344,bekannt,2
5345,seitdem,2
5346,verdiene,2
5347,reichs,2
5348,geliefert,2
5349,gelübde,2
5350,verspräche,2
5351,eingenommen,2
5352,erinnern,2
5353,grauste,2
5354,leiche,2
5355,verriegelt,2
5356,lichter,2
5357,zerstückt,2
5358,che,2
5359,beide,2
5360,schlangenblätter,2
5361,vorgegangen,2
5362,neigung,2
5363,heimkehren,2
5364,einsetzen,2
5365,fortfahren,2
5366,ruderten,2
5367,kehrst,2
5368,herausgehen,2
5369,versanken,2
5370,gedauert,2
5371,stimmen,2
5372,gestohlen,2
5373,scheltworten,2
5374,entlassen,2
5375,unruhe,2
5376,fließenden,2
5377,ruhten,2
5378,schnäbeln,2
5379,wog,2
5380,gebrat,2
5381,gutmachen,2
5382,umkommen,2
5383,errettet,2
5384,hufen,2
5385,seitenweg,2
5386,flatterten,2
5387,überließ,2
5388,gedränge,2
5389,ausführen,2
5390,hineingeworfen,2
5391,hinabgestürzt,2
5392,überlegte,2
5393,daherschwimmen,2
5394,mittelste,2
5395,streute,2
5396,aufgelesen,2
5397,körnch,2
5398,nebeneinand,2
5399,geräusch,2
5400,geholt,2
5401,ausrede,2
5402,entfiel,2
5403,davongekommen,2
5404,trippelte,2
5405,zischte,2
5406,zurückgeblieben,2
5407,angel,2
5408,verwunschener,2
5409,nochmal,2
5410,speisekammer,2
5411,estrich,2
5412,zimmern,2
5413,kronleuchter,2
5414,allerbesten,2
5415,recken,2
5416,ellbogen,2
5417,zepter,2
5418,bliesen,2
5419,sofort,2
5420,blätt,2
5421,wogen,2
5422,staat,2
5423,größen,2
5424,morgenrot,2
5425,ellenbogen,2
5426,rippen,2
5427,donnerte,2
5428,bauersfrau,2
5429,absatz,2
5430,grösser,2
5431,abzog,2
5432,bewundern,2
5433,werkstätte,2
5434,Eh,2
5435,gelt,2
5436,verächtlich,2
5437,miserabler,2
5438,prüfen,2
5439,saft,2
5440,herauslief,2
5441,schwerste,2
5442,kinderspiel,2
5443,fortgeschleppt,2
5444,versuch,2
5445,tapferer,2
5446,hineinlegen,2
5447,grashüpfer,2
5448,fürchteten,2
5449,preis,2
5450,schläfer,2
5451,antrag,2
5452,angewiesen,2
5453,zank,2
5454,fassten,2
5455,braucht,2
5456,schnarchten,2
5457,eichhörnchen,2
5458,versetzte,2
5459,wehren,2
5460,versprochene,2
5461,reute,2
5462,erhältst,2
5463,herauszuziehen,2
5464,gewusst,2
5465,flick,2
5466,gewogen,2
5467,frühjahr,2
5468,führten,2
5469,Aschenputtel,2
5470,begossen,2
5471,aussuch,2
5472,bürste,2
5473,schnallen,2
5474,mitgegangen,2
5475,zahmen,2
5476,kröpfchen,2
5477,küchenfenster,2
5478,schwirrten,2
5479,nickten,2
5480,haselbaum,2
5481,ausgestickt,2
5482,kannten,2
5483,losließ,2
5484,aufzufordern,2
5485,angehörte,2
5486,entwischte,2
5487,öllämpchen,2
5488,hinabsprang,2
5489,hineinkommen,2
5490,zwängte,2
5491,verbiss,2
5492,sitzt,2
5493,vorbeikamen,2
5494,brautleute,2
5495,pickten,2
5496,meints,2
5497,warnte,2
5498,braue,2
5499,berauben,2
5500,daransetzen,2
5501,horchen,2
5502,nebelgrauen,2
5503,umgetan,2
5504,ausfragen,2
5505,vögelch,2
5506,köstlich,2
5507,trefflich,2
5508,gütern,2
5509,gelüstet,2
5510,hafen,2
5511,essenszeit,2
5512,bürde,2
5513,mahl,2
5514,beut,2
5515,angetroffen,2
5516,rüstete,2
5517,herzensangst,2
5518,verbrenn,2
5519,ausgebacken,2
5520,Bleib,2
5521,schneeflocken,2
5522,gesottenes,2
5523,heimweh,2
5524,goldregen,2
5525,aufgenommen,2
5526,gernen,2
5527,verdingen,2
5528,faulenzen,2
5529,gebührte,2
5530,balden,2
5531,ausgeschüttet,2
5532,verscheiden,2
5533,verwünschung,2
5534,einigermaßen,2
5535,geschwister,2
5536,Allein,2
5537,rast,2
5538,irgendwo,2
5539,andenken,2
5540,beinchen,2
5541,beinch,2
5542,bröckchen,2
5543,becherch,2
5544,süßes,2
5545,käppch,2
5546,Mach,2
5547,sittsam,2
5548,zerbrichst,2
5549,Gestern,2
5550,gebacken,2
5551,fetter,2
5552,klinke,2
5553,appetit,2
5554,gestillt,2
5555,gesucht,2
5556,niedersank,2
5557,verbieten,2
5558,gebackenes,2
5559,geguckt,2
5560,gefressen,2
5561,würste,2
5562,reißaus,2
5563,bartputzer,2
5564,herumjagen,2
5565,ersäufen,2
5566,fortgemacht,2
5567,täten,2
5568,grauschimmel,2
5569,schönem,2
5570,müßten,2
5571,vorderfüßen,2
5572,bequemlichkeit,2
5573,zerkratzt,2
5574,losgeschlagen,2
5575,hauste,2
5576,wagnis,2
5577,entgegengesetzt,2
5578,zufügen,2
5579,liefe,2
5580,vorangehen,2
5581,hinabstürzte,2
5582,begrub,2
5583,mundstück,2
5584,erstenmal,2
5585,bläst,2
5586,hörnchen,2
5587,leugnen,2
5588,genäht,2
5589,ersäuft,2
5590,gemordeten,2
5591,umhatte,2
5592,vierzehnten,2
5593,weissagung,2
5594,mahlburschen,2
5595,knab,2
5596,ankäme,2
5597,sowie,2
5598,hiess,2
5599,vertauschen,2
5600,verstände,2
5601,marktbrunnen,2
5602,herfahren,2
5603,findet,2
5604,ameise,2
5605,rockfalten,2
5606,ausziehe,2
5607,schlummerte,2
5608,versiegen,2
5609,wüssten,2
5610,ständ,2
5611,wirtschaften,2
5612,verliess,2
5613,übergefahren,2
5614,schwiegersohn,2
5615,jenseitige,2
5616,knarren,2
5617,besenchen,2
5618,wägelchen,2
5619,rennst,2
5620,abfallen,2
5621,mistch,2
5622,wasserkrügelchen,2
5623,holzhacken,2
5624,verheißen,2
5625,Hilf,2
5626,zeitlebens,2
5627,köstlichsen,2
5628,mitleidige,2
5629,sonnenaufgang,2
5630,geniessen,2
5631,schleuse,2
5632,hereingekommen,2
5633,gerufen,2
5634,silberne,2
5635,bache,2
5636,vergossen,2
5637,schildch,2
5638,abgehauenen,2
5639,seeln,2
5640,erbarmte,2
5641,felsenhöhlen,2
5642,umhergezogen,2
5643,sohne,2
5644,natürlichen,2
5645,gnädige,2
5646,speiste,2
5647,erstickt,2
5648,zertreten,2
5649,zuwerfen,2
5650,schafen,2
5651,hingebracht,2
5652,nachtherberge,2
5653,burgherr,2
5654,gewiss,2
5655,wedelten,2
5656,unversehrt,2
5657,vernommen,2
5658,gefüllte,2
5659,geheul,2
5660,unschlüssig,2
5661,weihen,2
5662,stets,2
5663,wehe,2
5664,schad,2
5665,hineinlief,2
5666,müßigen,2
5667,vielem,2
5668,schlägts,2
5669,totgeschlagen,2
5670,beieinander,2
5671,hinabkam,2
5672,fünfe,2
5673,jammerten,2
5674,Schneid,2
5675,schellen,2
5676,hängte,2
5677,irgend,2
5678,säubern,2
5679,flicken,2
5680,zurückkäme,2
5681,zornigen,2
5682,hinaustrat,2
5683,winkeln,2
5684,fußschemel,2
5685,erzürnen,2
5686,gefolge,2
5687,hinkommst,2
5688,ernährte,2
5689,buschwerk,2
5690,hecken,2
5691,stutzte,2
5692,ehrbaren,2
5693,seifte,2
5694,gesottenem,2
5695,gebratenem,2
5696,schwerlich,2
5697,hölzernes,2
5698,rückten,2
5699,meist,2
5700,schlechtes,2
5701,erfreuen,2
5702,nütze,2
5703,stellst,2
5704,einkaufen,2
5705,doppelte,2
5706,geldbeutel,2
5707,zeche,2
5708,herzhaften,2
5709,kräftiger,2
5710,kobold,2
5711,Sage,2
5712,herbeigeschafft,2
5713,speisen,2
5714,platzregen,2
5715,verschloß,2
5716,kahlen,2
5717,fuchshöhle,2
5718,zurücklief,2
5719,austreiben,2
5720,biene,2
5721,glaten,2
5722,bauersmann,2
5723,behendes,2
5724,platze,2
5725,beiseit,2
5726,dämmerig,2
5727,draus,2
5728,mausloch,2
5729,merkt,2
5730,leer,2
5731,horchten,2
5732,aufwacht,2
5733,muth,2
5734,noth,2
5735,stübch,2
5736,quartier,2
5737,schlimmste,2
5738,melkte,2
5739,verschüttete,2
5740,tödten,2
5741,gerechnet,2
5742,wolfs,2
5743,weckst,2
5744,Davon,2
5745,dahinen,2
5746,todt,2
5747,beschädigen,2
5748,wolfes,2
5749,seinigen,2
5750,prügelte,2
5751,ZWEITES,2
5752,brock,2
5753,beweint,2
5754,mäulch,2
5755,gehalt,2
5756,aufgehört,2
5757,niedersetzen,2
5758,zuschnitt,2
5759,auskommen,2
5760,zuschneiden,2
5761,schlafengehen,2
5762,verbargen,2
5763,niedlich,2
5764,isch,2
5765,abwenden,2
5766,bezeigen,2
5767,herangesprungen,2
5768,verwunderten,2
5769,dienstmädchen,2
5770,wichtelmännern,2
5771,wichtelmänn,2
5772,elfenbein,2
5773,eierschal,2
5774,ausreden,2
5775,künftig,2
5776,Nochmals,2
5777,menschenfresser,2
5778,trunken,2
5779,gelben,2
5780,zerhackten,2
5781,eßt,2
5782,mühl,2
5783,bekannte,2
5784,gerichten,2
5785,räderchen,2
5786,niederlegte,2
5787,aufschrie,2
5788,verdiente,2
5789,drittemal,2
5790,britzelten,2
5791,hinaufgestiegen,2
5792,hauf,2
5793,dummer,2
5794,eigensinnig,2
5795,streng,2
5796,stiege,2
5797,holzblock,2
5798,gebrauchst,2
5799,berühmtest,2
5800,berufen,2
5801,überlisen,2
5802,übelnehmen,2
5803,kraute,2
5804,errette,2
5805,blicke,2
5806,kranke,2
5807,halbgroß,2
5808,verlosch,2
5809,beständigem,2
5810,greisen,2
5811,auszugehen,2
5812,zündet,2
5813,behende,2
5814,erwischte,2
5815,schildwachen,2
5816,klingen,2
5817,schnellte,2
5818,meistern,2
5819,gasthof,2
5820,tellern,2
5821,anzutunen,2
5822,hausherr,2
5823,drunter,2
5824,auskunft,2
5825,iänger,2
5826,loslassen,2
5827,begehrt,2
5828,verwahre,2
5829,auszurichten,2
5830,anderern,2
5831,blutkammer,2
5832,bloßes,2
5833,rückkehr,2
5834,büßen,2
5835,verwahrte,2
5836,thunen,2
5837,heimtragen,2
5838,ruhst,2
5839,todtenkopf,2
5840,wälzen,2
5841,fitze,2
5842,gekehrt,2
5843,schlossen,2
5844,einstmals,2
5845,schälte,2
5846,dünkte,2
5847,stünde,2
5848,riet,2
5849,bratsch,2
5850,kommode,2
5851,oberst,2
5852,schublade,2
5853,sauer,2
5854,seidene,2
5855,Dabei,2
5856,sang,2
5857,schurzfell,2
5858,marlenichen,2
5859,blendete,2
5860,lehrjungen,2
5861,ausgesungen,2
5862,bekannten,2
5863,klappern,2
5864,gnadenbrot,2
5865,ausgestreckt,2
5866,Morgen,2
5867,schatten,2
5868,bewachen,2
5869,gegenteil,2
5870,zugeben,2
5871,heranschleichen,2
5872,hinausgingen,2
5873,streckte,2
5874,gegner,2
5875,bedächtig,2
