,term,frequency
3092,türschwelle,5
3093,letzen,5
3094,hinfiel,5
3095,eifrig,5
3096,sprachen,5
3097,herbeigeholt,5
3098,emsig,5
3099,erfüllung,5
3100,erwachen,5
3101,königssohns,5
3102,schleppte,5
3103,wiederkriegen,5
3104,maßen,5
3105,besonders,5
3106,königssohnes,5
3107,gegessen,5
3108,befiehlst,5
3109,mauern,5
3110,müllerin,5
3111,tagesanbruch,5
3112,mittags,5
3113,rauschte,5
3114,pfiffen,5
3115,baden,5
3116,fenstern,5
3117,stücken,5
3118,fässer,5
3119,weizen,5
3120,kell,5
3121,eitel,5
3122,rings,5
3123,vorstellen,5
3124,nachlaufen,5
3125,bewahrt,5
3126,frucht,5
3127,wards,5
3128,vorm,5
3129,sahs,5
3130,zukunft,5
3131,kämpfen,5
3132,taschentuch,5
3133,has,5
3134,male,5
3135,brüllen,5
3136,geringste,5
3137,schief,5
3138,kannte,5
3139,heilen,5
3140,hinzugehen,5
3141,wied,5
3142,wiederhaben,5
3143,käsebrot,5
3144,drittens,5
3145,hergeben,5
3146,erstaunten,5
3147,klüger,5
3148,streit,5
3149,itschen,5
3150,ernsthaft,5
3151,löschen,5
3152,erlaubnis,5
3153,tanze,5
3154,schimmerte,5
3155,schu,5
3156,frisst,5
3157,wille,5
3158,vermieten,5
3159,kläglich,5
3160,zicküth,5
3161,fände,5
3162,perle,5
3163,äiteste,5
3164,gabs,5
3165,reinigen,5
3166,plagen,5
3167,frost,5
3168,abgedankter,5
3169,losgehen,5
3170,beinah,5
3171,erwischt,5
3172,gelten,5
3173,heiratete,5
3174,quer,5
3175,hügel,5
3176,daherkam,5
3177,betteln,5
3178,umgehen,5
3179,bruderherz,5
3180,ofenröhre,5
3181,gesundheit,5
3182,husch,5
3183,gitter,5
3184,ausgeschickt,5
3185,finstere,5
3186,heimat,5
3187,nähern,5
3188,seligkeit,5
3189,erfüllt,5
3190,kästchen,5
3191,küchlein,5
3192,pflügen,5
3193,fortschaffen,5
3194,scheffel,5
3195,kraulen,5
3196,Unterdessen,5
3197,unbekannt,5
3198,erlöser,5
3199,lohhucke,5
3200,dennen,5
3201,vorhätte,5
3202,predi,5
3203,wälischland,5
3204,kuma,5
3205,göckerliberg,5
3206,lorbersack,5
3207,vat,5
3208,krebs,5
3209,grete,5
3210,pflaster,5
3211,klotz,5
3212,pferdefuß,5
3213,bedeckte,5
3214,schüsselch,5
3215,huhu,5
3216,grube,5
3217,sitz,5
3218,wonach,5
3219,töpfer,5
3220,antworte,5
3221,dornbusch,5
3222,pastor,5
3223,eselin,5
3224,deucht,5
3225,haspelholz,5
3226,sterngucker,5
3227,Zweiäuglein,5
3228,guten,5
3229,hollenthe,5
3230,daten,5
3231,ertragen,5
3232,reginer,5
3233,häßlichkeit,5
3234,schnellen,5
3235,bürgermeister,5
3236,hippodeige,5
3237,giewen,5
3238,fischchen,5
3239,gesundessen,5
3240,natt,5
3241,hering,5
3242,harre,5
3243,lächeln,5
3244,weiher,5
3245,trauben,5
3246,hirtin,5
3247,wiegen,5
3248,mansrot,5
3249,turn,5
3250,rause,5
3251,buße,5
3252,brunnens,4
3253,becherlein,4
3254,hastig,4
3255,durchaus,4
3256,kämmerlein,4
3257,verwünschen,4
3258,herangefahren,4
3259,wirtschaft,4
3260,falle,4
3261,sicherheit,4
3262,taufe,4
3263,Laß,4
3264,denk,4
3265,süßen,4
3266,tröpfchen,4
3267,fette,4
3268,wischen,4
3269,fettopf,4
3270,aufgezehrt,4
3271,vorgekommen,4
3272,bedeuten,4
3273,rollen,4
3274,gedachte,4
3275,fenst,4
3276,kommts,4
3277,süße,4
3278,aufschließen,4
3279,gehorsam,4
3280,ritz,4
3281,hinausgegangen,4
3282,reiben,4
3283,aufgeschlossen,4
3284,sündigen,4
3285,würdig,4
3286,hervorbringen,4
3287,eingeschlossen,4
3288,gespielt,4
3289,armesen,4
3290,fror,4
3291,fliehen,4
3292,brachte,4
3293,leibes,4
3294,zurückgeben,4
3295,zusammengetragen,4
3296,stolzes,4
3297,feuerflammen,4
3298,läuten,4
3299,fortkommst,4
3300,unbeweglich,4
3301,angerichtet,4
3302,mitleidig,4
3303,knüpfte,4
3304,schürte,4
3305,davontragen,4
3306,schweig,4
3307,ders,4
3308,herausgekommen,4
3309,dreierlei,4
3310,bitt,4
3311,setzt,4
3312,feurigen,4
3313,krallen,4
3314,ausmachen,4
3315,gesindel,4
3316,meinte,4
3317,heda,4
3318,gewettet,4
3319,kegel,4
3320,erkundigen,4
3321,rieb,4
3322,bewegung,4
3323,dunkle,4
3324,Nachts,4
3325,zappelten,4
3326,kreide,4
3327,bestreichen,4
3328,betrügen,4
3329,mütterch,4
3330,erblicken,4
3331,gezogen,4
3332,nacheinander,4
3333,zitterten,4
3334,hinuntergeschluckt,4
3335,hüpften,4
3336,wackersteine,4
3337,geschwindigkeit,4
3338,ausschlagen,4
3339,bildnis,4
3340,bedecken,4
3341,sähe,4
3342,ausgedacht,4
3343,näpfe,4
3344,wiedersehen,4
3345,brauthemd,4
3346,gewebt,4
3347,mark,4
3348,speit,4
3349,prächtiger,4
3350,antlitz,4
3351,blute,4
3352,loben,4
3353,glückseligkeit,4
3354,schlachtete,4
3355,windhund,4
3356,bellte,4
3357,geschrien,4
3358,schallte,4
3359,innen,4
3360,schwebte,4
3361,häslein,4
3362,spalte,4
3363,fiedel,4
3364,lebten,4
3365,trauerte,4
3366,aufschloß,4
3367,allesamt,4
3368,schaue,4
3369,fahne,4
3370,beten,4
3371,schiessen,4
3372,rehe,4
3373,aßen,4
3374,vergnügen,4
3375,zurief,4
3376,verurteilte,4
3377,öl,4
3378,giftigen,4
3379,vorspannen,4
3380,Nein,4
3381,nußberg,4
3382,handtuch,4
3383,geschwinder,4
3384,hündlein,4
3385,hexen,4
3386,lippe,4
3387,rupfte,4
3388,binsen,4
3389,jagten,4
3390,betrübnis,4
3391,schloßgarten,4
3392,zerreissen,4
3393,neid,4
3394,reg,4
3395,Geschwind,4
3396,angemacht,4
3397,verloren,4
3398,beileibe,4
3399,vorhang,4
3400,kinderfrau,4
3401,streichelte,4
3402,wagte,4
3403,blick,4
3404,lasst,4
3405,zorne,4
3406,zopf,4
3407,zwanzig,4
3408,einsamkeit,4
3409,hinaufsteigen,4
3410,unbarmherzig,4
3411,verstoßen,4
3412,Zwei,4
3413,gehalten,4
3414,papier,4
3415,artig,4
3416,männern,4
3417,übermut,4
3418,umzusehen,4
3419,zugegen,4
3420,gosse,4
3421,getauft,4
3422,anhalten,4
3423,spinn,4
3424,weiber,4
3425,zahl,4
3426,anhub,4
3427,tracht,4
3428,anrühren,4
3429,viere,4
3430,dauern,4
3431,röcklein,4
3432,ruht,4
3433,schimmerten,4
3434,fiels,4
3435,vorigemal,4
3436,zucker,4
3437,süß,4
3438,steinalte,4
3439,aufgetragen,4
3440,flink,4
3441,frühmorgens,4
3442,seh,4
3443,bohnen,4
3444,anführer,4
3445,anhielt,4
3446,rückte,4
3447,adern,4
3448,rühmen,4
3449,bosheit,4
3450,miene,4
3451,vertraulich,4
3452,scheuen,4
3453,klage,4
3454,mitleidiges,4
3455,gefangenen,4
3456,ameisenkönig,4
3457,verblendet,4
3458,ameisen,4
3459,königreiche,4
3460,zusammengebracht,4
3461,glühende,4
3462,naht,4
3463,größeres,4
3464,unverschämt,4
3465,reihen,4
3466,fürsten,4
3467,bebte,4
3468,gewitter,4
3469,erleuchtet,4
3470,sonn,4
3471,steif,4
3472,heraufkommen,4
3473,strasse,4
3474,sämtlich,4
3475,buchstabe,4
3476,gemächlich,4
3477,imstande,4
3478,gefällt,4
3479,heissen,4
3480,anbieten,4
3481,auszuhalten,4
3482,nahen,4
3483,dickst,4
3484,zahlte,4
3485,führte,4
3486,warens,4
3487,kapelle,4
3488,gasse,4
3489,zweite,4
3490,streifte,4
3491,turteltäubchen,4
3492,helft,4
3493,töchtern,4
3494,pantoffeln,4
3495,taubenhaus,4
3496,haselbäumch,4
3497,angezogen,4
3498,zierlich,4
3499,zehe,4
3500,ruck,4
3501,falschheit,4
3502,schnarrte,4
3503,mördergrube,4
3504,herumgezogen,4
3505,umgekommen,4
3506,schlafgemach,4
3507,ruten,4
3508,glückte,4
3509,begab,4
3510,gen,4
3511,vergleichen,4
3512,schlingen,4
3513,reif,4
3514,hie,4
3515,geheimnis,4
3516,himmels,4
3517,ringlein,4
3518,tellerch,4
3519,lauschte,4
3520,verschlang,4
3521,überlaut,4
3522,leuchten,4
3523,atmen,4
3524,trog,4
3525,schwächer,4
3526,teu,4
3527,trocknen,4
3528,solang,4
3529,schimmern,4
3530,räuberhaus,4
3531,gedeckt,4
3532,vorlieb,4
3533,lebendige,4
3534,spie,4
3535,plage,4
3536,heimwärts,4
3537,rechten,4
3538,beladen,4
3539,hirten,4
3540,gebeine,4
3541,ärgerte,4
3542,versorgen,4
3543,willigten,4
3544,haken,4
3545,freuten,4
3546,hineintrat,4
3547,unschuldiges,4
3548,prächtiges,4
3549,nimms,4
3550,überfahren,4
3551,aufsuchen,4
3552,golde,4
3553,fluss,4
3554,abgenommen,4
3555,quälte,4
3556,gesättigt,4
3557,königlichesen,4
3558,haltet,4
3559,verpflegen,4
3560,ermüdet,4
3561,vertauschte,4
3562,herkäme,4
3563,leiten,4
3564,reeißen,4
3565,schwänzen,4
3566,weinten,4
3567,vorhaben,4
3568,schneid,4
3569,mitnahm,4
3570,rede,4
3571,umkehren,4
3572,zerrissenen,4
3573,schleier,4
3574,dagewesen,4
3575,gräbelein,4
3576,blättelein,4
3577,boshafte,4
3578,schor,4
3579,peitsche,4
3580,verfiel,4
3581,begehrte,4
3582,meisterstück,4
3583,verwandte,4
3584,aufzuheben,4
3585,binde,4
3586,herbeirufen,4
3587,soweit,4
3588,kunstreich,4
3589,umhängen,4
3590,dergleichen,4
3591,bügeleisen,4
3592,rote,4
3593,toll,4
3594,monaten,4
3595,zügel,4
3596,giengen,4
3597,gottlob,4
3598,krieche,4
3599,thür,4
3600,geraden,4
3601,fieng,4
3602,schöpfe,4
3603,schloßen,4
3604,katz,4
3605,spitz,4
3606,Morgens,4
3607,t,4
3608,Weißt,4
3609,hemdlein,4
3610,strümpfe,4
3611,stricken,4
3612,inständig,4
3613,verheiratet,4
3614,auszusetzen,4
3615,vertrauen,4
3616,dunkeln,4
3617,unheimlich,4
3618,stille,4
3619,menschenseele,4
3620,aufwecken,4
3621,räubern,4
3622,meiden,4
3623,besuchen,4
3624,schlüsselloch,4
3625,einfältig,4
3626,unterschied,4
3627,nachsehen,4
3628,erben,4
3629,faust,4
3630,brannten,4
3631,mitessen,4
3632,dien,4
3633,kriecht,4
3634,schlösser,4
3635,verwahrt,4
3636,hausknecht,4
3637,mägde,4
3638,Unten,4
3639,wanderung,4
3640,kötze,4
3641,becken,4
3642,dritte,4
3643,dieweil,4
3644,Daheim,4
3645,fitchers,4
3646,guckt,4
3647,neunte,4
3648,kralle,4
3649,klippe,4
3650,hackten,4
3651,mühlenstein,4
3652,solltest,4
3653,gekriegt,4
3654,kämmte,4
3655,ausreißen,4
3656,herzhaft,4
3657,knäuel,4
3658,bleibens,4
3659,entfloh,4
3660,heimkommen,4
3661,ablegen,4
3662,anhatte,4
3663,unzufried,4
3664,dirne,4
3665,betrug,4
3666,zwölfte,4
3667,allerorten,4
3668,dornenhecke,4
3669,dornröschen,4
3670,königssöhne,4
3671,traurigen,4
3672,obs,4
3673,verläßt,4
3674,seiden,4
3675,versammelt,4
3676,fortziehen,4
3677,wund,4
3678,unseres,4
3679,bekommst,4
3680,stürzen,4
3681,brocken,4
3682,Schneewittchen,4
3683,lunge,4
3684,schneewittchens,4
3685,bettch,4
3686,schnürriemen,4
3687,schnüren,4
3688,loswerden,4
3689,herabkam,4
3690,tauschen,4
3691,hörnlein,4
3692,dörfer,4
3693,mannschaft,4
3694,wüßten,4
3695,schwenkte,4
3696,bewilligen,4
3697,locken,4
3698,Je,4
3699,wirtshäuser,4
3700,erteilen,4
3701,befolgte,4
3702,auflegen,4
3703,flehentlich,4
3704,fahrgleise,4
3705,Katherlieschen,4
3706,mittagszeit,4
3707,vergraben,4
3708,fünften,4
3709,sechsten,4
3710,bewahr,4
3711,essig,4
3712,goldvogel,4
3713,spreche,4
3714,jäg,4
3715,mitgegeben,4
3716,osten,4
3717,weste,4
3718,rasen,4
3719,habens,4
3720,drachenberg,4
3721,matt,4
3722,schweif,4
3723,verteilen,4
3724,fortfliegen,4
3725,zwingen,4
3726,eil,4
3727,damals,4
3728,heulend,4
3729,rotfuchs,4
3730,tatzen,4
3731,aufwarten,4
3732,ausgehalten,4
3733,wärme,4
3734,zugestoßen,4
3735,meerkatze,4
3736,erbieten,4
3737,nahms,4
3738,verlaufen,4
3739,pfaff,4
3740,obdach,4
3741,kuckucks,4
3742,dämmerung,4
3743,genaßen,4
3744,versinken,4
3745,abenteuer,4
3746,durchkommen,4
3747,dadurch,4
3748,leitete,4
3749,falltüre,4
3750,hutzelbein,4
3751,hutzel,4
3752,aufbringen,4
3753,absicht,4
3754,kümmern,4
3755,hintereinander,4
3756,heißen,4
3757,heirate,4
3758,brotsuppe,4
3759,glich,4
3760,hasenschwänzch,4
3761,krähe,4
3762,werben,4
3763,spinnräder,4
3764,bange,4
3765,verspielt,4
3766,liegt,4
3767,vertraut,4
3768,Joringel,4
3769,leide,4
3770,wiederfinden,4
3771,feldern,4
3772,drehte,4
3773,gutwillig,4
3774,räumen,4
3775,laufe,4
3776,pfand,4
3777,starke,4
3778,gefangene,4
3779,nimmersatt,4
3780,abermalsen,4
3781,wölfin,4
3782,malen,4
3783,wahren,4
3784,fortgelaufen,4
3785,schüsselchen,4
3786,müh,4
3787,unglücklicherweise,4
3788,just,4
3789,übrige,4
3790,denkst,4
3791,behalt,4
3792,Bruder,4
3793,gänsen,4
3794,himmelreich,4
3795,himmelstor,4
3796,stoßen,4
3797,dahinging,4
3798,zumal,4
3799,wetzstein,4
3800,steinen,4
3801,pfennig,4
3802,herauszog,4
3803,lilien,4
3804,kahl,4
3805,goldkind,4
3806,überfiel,4
3807,r,4
3808,stören,4
3809,ledig,4
3810,löweneckerch,4
3811,nachtwind,4
3812,elfte,4
3813,schinder,4
3814,vorbeigehen,4
3815,gänsemagd,4
3816,klagen,4
3817,hafer,4
3818,tüchtiger,4
3819,schreiber,4
3820,mahlen,4
3821,sonderlich,4
3822,königskinder,4
3823,schwarze,4
3824,segnen,4
3825,ungestört,4
3826,hierauf,4
3827,baumes,4
3828,verschlucken,4
3829,stöß,4
3830,närrisch,4
3831,trockenen,4
3832,amahl,4
3833,mei,4
3834,ös,4
3835,wollfart,4
3836,lorberbladen,4
3837,ganga,4
3838,alsoen,4
3839,ofenbank,4
3840,daude,4
3841,wacker,4
3842,euern,4
3843,nebenher,4
3844,fud,4
3845,allwissend,4
3846,herumlaufen,4
3847,pfropfen,4
3848,rinde,4
3849,geschloss,4
3850,tatze,4
3851,vornehmen,4
3852,nu,4
3853,mücken,4
3854,gewonnen,4
3855,geschäft,4
3856,senkte,4
3857,keile,4
3858,schläger,4
3859,lahm,4
3860,hübscher,4
3861,ebene,4
3862,gebäude,4
3863,kristall,4
3864,lüfte,4
3865,mächtige,4
3866,bub,4
3867,kanzel,4
3868,genauso,4
3869,hätts,4
3870,spalten,4
3871,rauchen,4
3872,leichtes,4
3873,feldscherer,4
3874,menschenkind,4
3875,vogelherz,4
3876,bekomme,4
3877,vorreiter,4
3878,daraufhin,4
3879,schimmelchen,4
3880,schriften,4
3881,schneidende,4
3882,sammet,4
3883,gereicht,4
3884,eingeweide,4
3885,pfund,4
3886,pferdes,4
3887,unterscheiden,4
3888,holzstoß,4
3889,schweinehirt,4
3890,gossenstein,4
3891,sall,4
3892,aas,4
3893,achtzehn,4
3894,affen,4
3895,geißen,4
3896,gärten,4
3897,hüttchen,4
3898,stier,4
3899,verweilen,4
3900,froschschenkel,4
3901,sollens,4
3902,samuel,4
3903,eisgraue,4
3904,gewand,4
3905,felsenklipperer,4
3906,lenz,4
3907,gulden,4
3908,duks,4
3909,wiedehopf,4
3910,rohrdommel,4
3911,hinlänglich,4
3912,tragtuch,4
3913,elften,4
3914,zwölften,4
3915,ärmste,4
3916,reichste,4
3917,gockel,4
3918,fäßchen,4
3919,fro,4
3920,brennettelbusch,4
3921,hef,4
3922,brik,4
3923,brut,4
3924,kirchensteg,4
3925,awerst,4
3926,vieles,3
3927,weine,3
3928,heraufholen,3
3929,verspreche,3
3930,tauchte,3
3931,gesagt,3
3932,fuße,3
3933,zauderte,3
3934,schieb,3
3935,halse,3
3936,anzurühren,3
3937,bande,3
3938,trüge,3
3939,befolgen,3
3940,leckte,3
3941,Erst,3
3942,hautab,3
3943,hauswesen,3
3944,halbaus,3
3945,nachdenklich,3
3946,abwesenheit,3
3947,anlangten,3
3948,sternen,3
3949,versank,3
3950,fortlaufen,3
3951,dornhecken,3
3952,wohnung,3
3953,tierchen,3
3954,vermählte,3
3955,neugeborne,3
3956,menschenfresserin,3
3957,verlangten,3
3958,lebensstrafe,3
3959,geöffnet,3
3960,scheiterhaufen,3
3961,geschichten,3
3962,verdienst,3
3963,dummbart,3
3964,gespenst,3
3965,Geht,3
3966,eue,3
3967,hinabgeworfen,3
3968,schwiegen,3
3969,lump,3
3970,verwünschtes,3
3971,bewacht,3
3972,ausbitten,3
3973,drehbank,3
3974,schnitzbank,3
3975,wärmt,3
3976,zerrten,3
3977,tobte,3
3978,totenköpfe,3
3979,vetterchen,3
3980,sehn,3
3981,wollensen,3
3982,weißer,3
3983,eisenstange,3
3984,verdroß,3
3985,rauhen,3
3986,krämer,3
3987,nirgends,3
3988,ausgeschlafen,3
3989,ersaufen,3
3990,getreuen,3
3991,schlaßen,3
3992,sterb,3
3993,väterlich,3
3994,ändern,3
3995,erlangen,3
3996,tischen,3
3997,hausgerät,3
3998,gewild,3
3999,unkenntlich,3
4000,spannt,3
4001,einzeln,3
4002,Viele,3
4003,nimmer,3
4004,rettung,3
4005,sagts,3
4006,packt,3
4007,Wers,3
4008,tanzt,3
4009,sprengte,3
4010,gewehr,3
4011,bestreichst,3
4012,rechnung,3
4013,immerfort,3
4014,Meint,3
4015,dastehen,3
4016,schnupperte,3
4017,bellten,3
4018,fleischer,3
4019,fünfhundert,3
4020,schildwache,3
4021,talern,3
4022,summe,3
4023,gemäß,3
4024,abgewonnen,3
4025,Hätte,3
4026,imstand,3
4027,dickicht,3
4028,fiedelst,3
4029,hohl,3
4030,spring,3
4031,zwanzigmal,3
4032,herumgelaufen,3
4033,zerren,3
4034,Voll,3
4035,töne,3
4036,hobelspänen,3
4037,verkündigte,3
4038,fanden,3
4039,stirn,3
4040,verabredet,3
4041,erzähl,3
4042,elfe,3
4043,zurechtgemacht,3
4044,alleinen,3
4045,Warum,3
4046,geschwirr,3
4047,erzählte,3
4048,blieben,3
4049,bock,3
4050,stritten,3
4051,Hähnchen,3
4052,mager,3
4053,einsteigen,3
4054,saus,3
4055,braus,3
4056,Frühmorgens,3
4057,schale,3
4058,wirts,3
4059,freiem,3
4060,verdacht,3
4061,erbarm,3
4062,rehkälbch,3
4063,tierch,3
4064,türlein,3
4065,fortlief,3
4066,verwundet,3
4067,zeige,3
4068,vorwürfe,3
4069,zurückhalten,3
4070,wiedererhalten,3
4071,lüstern,3
4072,blass,3
4073,mitzunehmen,3
4074,vorüberkam,3
4075,scheiden,3
4076,wüstenei,3
4077,irrte,3
4078,verlust,3
4079,kümmerlich,3
4080,heirat,3
4081,sohle,3
4082,richtigkeit,3
4083,freite,3
4084,steinhart,3
4085,erfrieren,3
4086,guckten,3
4087,frühstück,3
4088,dünnen,3
4089,kleidchen,3
4090,kehre,3
4091,verlangte,3
4092,stolperte,3
4093,abgeben,3
4094,hintertür,3
4095,unartig,3
4096,küchenjungen,3
4097,ungeduld,3
4098,räder,3
4099,entschuldigen,3
4100,basen,3
4101,leeren,3
4102,bretter,3
4103,bitter,3
4104,kieselsteine,3
4105,guckst,3
4106,morgensonne,3
4107,geworfen,3
4108,sammelt,3
4109,holzaxt,3
4110,zurückgelassen,3
4111,auflesen,3
4112,bröcklein,3
4113,stehst,3
4114,machten,3
4115,mußten,3
4116,krücke,3
4117,herankommen,3
4118,erwacht,3
4119,murmelte,3
4120,rüttelte,3
4121,knöchlein,3
4122,trübe,3
4123,kriech,3
4124,aufessen,3
4125,entchen,3
4126,vaterland,3
4127,ersten,3
4128,mußt,3
4129,ausweg,3
4130,flasch,3
4131,vorrat,3
4132,blättern,3
4133,veränderung,3
4134,schiffern,3
4135,schandtat,3
4136,unbemerkt,3
4137,schifflein,3
4138,verborgene,3
4139,unbekannen,3
4140,sperlinge,3
4141,fortkam,3
4142,unschuld,3
4143,friedlich,3
4144,rohr,3
4145,lenkte,3
4146,fittichen,3
4147,verwirkt,3
4148,hervorzuholen,3
4149,fügte,3
4150,jünglings,3
4151,aufhob,3
4152,verheißenen,3
4153,stolze,3
4154,verschmähte,3
4155,bezwingen,3
4156,aufgaben,3
4157,zugehen,3
4158,entspringen,3
4159,verbrannt,3
4160,heiler,3
4161,sechzig,3
4162,Glücklicherweise,3
4163,angelte,3
4164,hattest,3
4165,dorthin,3
4166,aufgestellt,3
4167,messing,3
4168,hühnern,3
4169,steinernen,3
4170,verdrießen,3
4171,steinerner,3
4172,diele,3
4173,stracks,3
4174,zierat,3
4175,purem,3
4176,marmor,3
4177,diamanten,3
4178,unruhig,3
4179,hinging,3
4180,herzöge,3
4181,besetzt,3
4182,allergrößten,3
4183,waden,3
4184,lichtern,3
4185,aufrecht,3
4186,überlief,3
4187,sturm,3
4188,blitzte,3
4189,heutig,3
4190,korbe,3
4191,tapferkeit,3
4192,fühlte,3
4193,liedch,3
4194,behendiglich,3
4195,herabgefallen,3
4196,oberhand,3
4197,gebraten,3
4198,werkstatt,3
4199,kriegsheld,3
4200,mächtiger,3
4201,fortlassen,3
4202,wartete,3
4203,ehrenvoll,3
4204,unsereiner,3
4205,bändigen,3
4206,stiess,3
4207,schlage,3
4208,liessen,3
4209,gekrümmt,3
4210,einfangen,3
4211,aussen,3
4212,hergelaufen,3
4213,glaubt,3
4214,fühlt,3
4215,küchenmagd,3
4216,verspotteten,3
4217,stiefschwestern,3
4218,geschüttet,3
4219,schwärmten,3
4220,körnlein,3
4221,ausgelacht,3
4222,rüttel,3
4223,wirf,3
4224,tänzerin,3
4225,gesprungen,3
4226,herabgesprungen,3
4227,graues,3
4228,kittelch,3
4229,rucke,3
4230,ferse,3
4231,zuging,3
4232,rate,3
4233,spritzte,3
4234,abendessen,3
4235,Ehe,3
4236,vorlegen,3
4237,Drei,3
4238,neune,3
4239,zurücklassen,3
4240,tropf,3
4241,würstlein,3
4242,vorkam,3
4243,deswegen,3
4244,verfallen,3
4245,anrichten,3
4246,dasselb,3
4247,vorhand,3
4248,abwaschen,3
4249,gebratenes,3
4250,verschaffen,3
4251,dornhecke,3
4252,aufflogen,3
4253,kohlschwarz,3
4254,ungefähr,3
4255,hingeraten,3
4256,jedoch,3
4257,glaubte,3
4258,menschenfleisch,3
4259,erretten,3
4260,suchst,3
4261,becherchen,3
4262,heimen,3
4263,trägst,3
4264,strauß,3
4265,verschluckte,3
4266,fortspringen,3
4267,offener,3
4268,verschlaßen,3
4269,ertrank,3
4270,stadtmusikant,3
4271,spiele,3
4272,mäusen,3
4273,hemdch,3
4274,esels,3
4275,krähte,3
4276,mist,3
4277,untersuchen,3
4278,vorbeikam,3
4279,tüchtigen,3
4280,hinterfuß,3
4281,gefiels,3
4282,arges,3
4283,vermutete,3
4284,vorgeben,3
4285,glückshaut,3
4286,weissagen,3
4287,schweres,3
4288,unerwartet,3
4289,tocht,3
4290,wehr,3
4291,findling,3
4292,tugend,3
4293,zurückkomme,3
4294,empfanden,3
4295,hochzeitsfest,3
4296,vertauscht,3
4297,gewerbe,3
4298,wüsste,3
4299,torwächter,3
4300,ablösen,3
4301,abendbrot,3
4302,fliessen,3
4303,lauste,3
4304,tötet,3
4305,nachfolgen,3
4306,gelungen,3
4307,bedingungen,3
4308,sünden,3
4309,läuschen,3
4310,stubentüre,3
4311,rennt,3
4312,wasserkrügelch,3
4313,ertrunken,3
4314,verschrieben,3
4315,früchten,3
4316,äße,3
4317,gezählt,3
4318,hingegangen,3
4319,priester,3
4320,frömmigkeit,3
4321,wiedergefunden,3
4322,schmerzenreich,3
4323,selig,3
4324,hansens,3
4325,weggeholt,3
4326,raufe,3
4327,berühmten,3
4328,warne,3
4329,ausgeliefert,3
4330,hausen,3
4331,rom,3
4332,sumpf,3
4333,zweifel,3
4334,derjenig,3
4335,eingetroffen,3
4336,husten,3
4337,nähme,3
4338,fasse,3
4339,schreiend,3
4340,zerschlagen,3
4341,eß,3
4342,Hei,3
4343,ausblieb,3
4344,einzulassen,3
4345,einlaß,3
4346,barmherzig,3
4347,Seht,3
4348,Laßt,3
4349,himmelspforte,3
4350,hereingelassen,3
4351,strafen,3
4352,herumspringen,3
4353,gehöriges,3
4354,überzeugen,3
4355,lügner,3
4356,liebkoste,3
4357,tierlein,3
4358,weiden,3
4359,leuchtete,3
4360,bekümmern,3
4361,zurückkehren,3
4362,gästen,3
4363,herausholte,3
4364,zulegen,3
4365,wartet,3
4366,tischtuch,3
4367,verzeihung,3
4368,›knüppel,3
4369,sack‹,3
4370,abendzeit,3
4371,billig,3
4372,angehen,3
4373,käm,3
4374,valten,3
4375,verwandtschaft,3
4376,fortjagte,3
4377,grimmig,3
4378,wandelte,3
4379,aufsprang,3
4380,gliedern,3
4381,anspannen,3
4382,har,3
4383,fuhr,3
4384,thaten,3
4385,ausgesucht,3
4386,dazwischen,3
4387,scheune,3
4388,Daumesdick,3
4389,graute,3
4390,füttern,3
4391,beschrieb,3
4392,zerschneiden,3
4393,anklopfte,3
4394,freien,3
4395,klapp,3
4396,gan,3
4397,klopft,3
4398,höslein,3
4399,käufer,3
4400,erhandeln,3
4401,unternahm,3
4402,zureden,3
4403,gestickt,3
4404,nachbarin,3
4405,Plötzlich,3
4406,mörderhaus,3
4407,zerhacken,3
4408,roen,3
4409,such,3
4410,tröpfelte,3
4411,ankamen,3
4412,Nehmt,3
4413,kamin,3
4414,klebte,3
4415,vergebens,3
4416,feurig,3
4417,hülle,3
4418,wuchs,3
4419,erkrankte,3
4420,finsteres,3
4421,neuesen,3
4422,m,3
4423,mähte,3
4424,herkam,3
4425,hackt,3
4426,anrührte,3
4427,wirtin,3
4428,schnappte,3
4429,bins,3
4430,bettelte,3
4431,todte,3
4432,schleifte,3
4433,entdecken,3
4434,hintragen,3
4435,zukommen,3
4436,bodenloch,3
4437,ladete,3
4438,hauses,3
4439,roch,3
4440,zuwenden,3
4441,immern,3
4442,weisses,3
4443,Marlenchen,3
4444,lebewohl,3
4445,Gib,3
4446,zueinander,3
4447,nebel,3
4448,hick,3
4449,hack,3
4450,uh,3
4451,uhp,3
4452,angeflogen,3
4453,nass,3
4454,wunderschön,3
4455,mütze,3
4456,klafter,3
4457,hinausging,3
4458,mutes,3
4459,heutzutage,3
4460,dreschflegel,3
4461,daherkommen,3
4462,herzens,3
4463,hexenkünste,3
4464,zugebracht,3
4465,begehre,3
4466,schwiegermutter,3
4467,entschlaßen,3
4468,nahte,3
4469,spruch,3
4470,bewahren,3
4471,fünfzehn,3
4472,brutzeln,3
4473,dornrösch,3
4474,anpacken,3
4475,saale,3
4476,wänden,3
4477,wiedersagen,3
4478,hineinwerfen,3
4479,hineinkam,3
4480,sieht,3
4481,nirgend,3
4482,geschick,3
4483,blaß,3
4484,spotten,3
4485,hättst,3
4486,dun,3
4487,leidlich,3
4488,irdenem,3
4489,bezahlten,3
4490,verspottet,3
4491,ferner,3
4492,gruben,3
4493,lichtlein,3
4494,Ei,3
4495,allerschönste,3
